title,text,rating,reaction,who,date,website
Полное дно,"
            Деньги берут сразу. Ты что, не оплатили сразу в суд. А как 
*подключать* через два дня, да еще и не работает ничего. Скорость 
плохая, модем выключается, полное дно.                    ",null,Negative,Роман,23.11.2016,spr.kz
Самая плохая компания,"Невозможно дозвонится, интернет наихудший, сегодня id tv не 
работает, все смотрим онлайн через смартфоны, за весь ноябрь сегодня 
включила тв и то ничего не показывает ( ( ( Непонятно за что платим 8 
тыс. каждый месяц! Что самое ужасное у нас, у...",null,Negative,Алия,20.11.2016,spr.kz
Ваши аппараты не работают,"
            Аппараты на электрона не работают, в том месяце непонятные 
суммы выразили в этом чеков нет. Они работают или нас обворовывают. 
Опять.                    ",null,Negative,Алексей,18.11.2016,spr.kz
"Зачем рекламировать, если качества нет","Я живу в г. Атырау, вот уже три года iD tv как поставил в 
частном доме и живу рядом с Казактелеком в 100 шагах, думал нормальное 
качество и инет будет хорошим, а уж нет тормозит, так, что это все чушь 
ТЕЛЕГРАФ ПИТЕРСКИЙ 17 года и то лучшая связь...",null,Negative,Курал,10.11.2016,spr.kz
Замучился,"
            В Атырау очень плохое качество обслуживания, поставить 
поставили айди и с тех пор виснет, толку нет, времени все нет выкинуть в
 мусор! Почему зависает телевидение? Качество наихудшее.                
    ",null,Negative,Курал,10.11.2016,spr.kz
Кабель перекушен,"- Казтелеком-это ""шарашка"" в Караганде. Сегодня сижу в 
Интернете, а мне телик обрезали. Сначала думал, что помехи, потом вышел в
 подъезд, а там кабель перекушен. Пошел в эту контору, говорят мне, что 
отключен за долги. Прошу открыть мой лицевой счет....",null,Negative,Сергей,7.11.2016,spr.kz
Отвратительно работают,"
            Ужасно, я уже сожалею, что вообще с Вами связались. Деньги 
только берете, а отвечать за бардак не можете. Плохо, очень плохо 
работаете.                    ",null,Negative,Лиза,3.11.2016,spr.kz
Что по инету,"
            Что по инету, алло!
Где инет,
инет где,
алло.
Мбайт в секунду вообще несерьезно.                    ",null,Negative,Туй Алла,2.11.2016,spr.kz
Не советую,"
            Устно объяснял много раз, не слышат. Прикрепляю файл.                    ",null,Negative,Алексей,29.10.2016,spr.kz
Плохой интернет,"
            Когда сделаете интернет? Деньги гребете, а услуги ноль. 
Когда это закончится? В Кустанай никогда не дозвонишься, занято. 
Тарановка перерасчет делать не хочет. Нервы свои тратить уже надоело, 
делайте уже, что-нибудь.                    ",null,Negative,Владимир,29.10.2016,spr.kz
Недобросовестное отношение,"Осенью 2014 года домашние подключили ID Net+ID Tv, + 
безлимитные звонки по РК. С начала все было нормально. Если память не 
изменяет, общий ежемесячный платеж был более 6000 тг., потом через 
несколько месяцев нам начислили почти 13000 тг., а мы в...",null,Negative,Асхат,18.10.2016,spr.kz
Невозможно дозвониться,"
            Почему не отвечают телефоны??????? Невозможно дозвониться. Зачем тогда указывать?                    ",null,Negative,Ната,13.10.2016,spr.kz
Плохой интернет,"Мы подключили интернет Мегалайн турбо +, у нас постоянно 
проблемы, очень медленно загружает. Звоним в Казахтелеком, там 
проверяют, потом 2 дня работает нормально, потом опять по-старому. Мы и 
провода меняли, и модем меняли. Нам твердят, что сигнал...",null,Negative,Айнур,6.10.2016,spr.kz
Решите проблему с интернетом,"Оплатил за телефон и интернет, все были нормально одно но 
интернет после 8 вечера совсем не работает. Приходится сидеть по пол 
часа, чтобы открылась страничка. Терпение не хватает. Днем никто не 
сидит, так как все на работе. Да и вечером невозможно...",null,Negative,Асан,4.10.2016,spr.kz
Самовольно подключают пакет,"Уже, в какой раз самовольно подключают услугу со звонками по
 Казахстану. Перерасчет ждешь целый месяц. В этом месяце рекорд, 3 раза 
подключили левый тариф. По ходу у них там вообще беспредел творится, 
ничего не боятся. Если кто решится подать в суд...",null,Negative,Данияр,1.10.2016,spr.kz
Сижу в очереди больше часа,"
            На ресепшен очередь, по талончикам обслуживают очень долго. 
Хотела установить телефон, теперь не буду. Бардак! Караганда, Ермакова, 
31.                    ",null,Negative,Наталья,28.09.2016,spr.kz
Просто издевательство над абонентами,"Нужно просто перечислить деньги со старого лицевого счета на
 новый. Потому что сбербанк решил перечислить мой платеж именно на 
старый счет. Предоставила информацию, номер старого счета, в 
""Казахтелекоме"" без чека отказались все делать. Хотя назвала...",null,Negative,Дарья,27.09.2016,spr.kz
"Придумывают задолженности с потолка, лишь бы обмануть клиентов","Прислали уведомление о расторжении договора за, якобы, 
имеющуюся задолженность, не разобравшись по существу, полагая, что 
клиент сам придет разбираться. Да еще страшилки пишут, в суд обратимся, 
издержки будете платить.
Это я на вас подам в суд за...",null,Negative,Жанат,26.09.2016,spr.kz
Качество обслуживания,"
            По не понятным причинам увеличивается оплата услуг. Без 
согласия добавляют какие-то дополнительные услуги.                    ",null,Negative,Ольга,21.09.2016,spr.kz
Не работает,"
            Подключили за 11000 тг в месяц. Обещали 120 мг/с, но их нет.
 Каналы виснут, а сегодня каналы вообще пропали. Вопрос, за, что платим?
                    ",null,Negative,Бахыт,19.09.2016,spr.kz
Интернет әлі қосқан жоқ,"Біз 06.09.2016-нан бастап интернет қосуға заявка жасадық. 
Заявка жасағанда бізге 1-2 күнде жасап береді деген. 1-2 күн күттік 
ешкім звондаған жоқ, ешкім келіп интернет қосқан...",null,Negative,Амирова Айнур,19.09.2016,spr.kz
Подключение,"Я проживаю мкр Коктема им Монкеулы, 77, хотела подключить 
только телевидения, но мне навязывают и дают на выбор только один тариф с
 интернетом, но мне не нужен ни телефон, ни интернет. Дело в том, что не
 все имеют возможность подключить такой дорогой...",null,Negative,Guli,19.09.2016,spr.kz
Отзыв о сервисе компании,"
            Отвратительный сервис, грубят, трубки бросают. Подал заявку 
на подключение интернета еще 27.08.2016 г., ни привета ни ответа. Я в 
шоке, что в такой компании нет сервиса, играете на публику.             
       ",null,Negative,Манат,9.09.2016,spr.kz
Плохое отношение к государственному языку,"
            Последний раз предупреждаю, пишите правильно мои паспортные 
данные! В противном случае я буду вынужден обратиться в суд.
СЕРИКБАЕВ БЕЙСЕНБЕК ФУАТОВИЧ - это не я.
Мои данные: СЕРІКБАЙ БЕЙСЕНБЕК ФУАТОВИЧ.                    ",null,Negative,Серикбай,7.09.2016,spr.kz
Отключение номера,"Добрый день! Очень плохая работа Казахтелекома, почему 
произвел отключение городского номера 27.07.2016 года, а абон. плата до 
сих пор выставляется, это до какого момента будет длится такой 
беспредел, руководство, куда смотрите или вам разницы нет....",null,Negative,Валентин,6.09.2016,spr.kz
На мои обращения никаких мер не предпринимают,"С 11.08.2016. у меня не работает Мегалайн. У соседей 
(частный дом рядом) все работает, хотя мы с ними на одной линии. Cлужба 
""165"" на мои обращения ""отфутболивает"" обещаниями, но никаких 
действенных мер не предпринимает! Уважаемое руководство...",null,Negative,Каширин Андрей Геннадиевич,6.09.2016,spr.kz
Грузится медленно,"
            Бред полный, грузится медленно, лагает браузер по 3 мин ждать приходится.                    ",null,Negative,Фара,4.09.2016,spr.kz
Некачественный сервис,"Читали и слышали, что ID NET подключают без проблем, т. е. 
оставляешь заявку на сайте или по тел. и мастера приходят и 
устанавливают в кротчайшие Сроки! Якобы работают оперативно! Дали заявку
 по тел. 22.08.16 сказали придут, прошло 3 дня даём уже в...",null,Negative,Мадина,29.08.2016,spr.kz
Плохое обслуживание,"Мною была произведена оплата 24.08.2016 по терминалу 
квитанция № 1134 сумма 10500 тенге код операции 3674813008. 26.08.2016 
был отключен телефон 727 3890241 и интернет. Звонили весь день 
26.08.2016 с другого телефона. Вечером включили интернет....",null,Negative,Сергей Несудимов,27.08.2016,spr.kz
"Не интернет, а тормоз","
            Ребят, что с вами, вы сдулись что ли в работе? Или воруете 
трафик? Что с роутером вообще, сам по себе вылетает, я пожалел, что 
подключился к вам. Билайн намного лучше,
сначала стабилизируйте работу, потом афишируйте свой тормоз.            
        ",null,Negative,Серёга,26.08.2016,spr.kz
Плохо работают операторы,"Очень плохо работают операторы. Мало того не дозвонится, еще
 отвечают, затем говорят: ""Вас не слышно"". Тем самым отфутболивают и 
сидят штаны протирают! От вашей компаний не ожидала! Со стороны кажется,
 что все четко и налажено! А оказывается только...",null,Negative,Адель,26.08.2016,spr.kz
Сегодня должны были подключить телефон,"Сегодня должны были подключить телефон, с утра до 20:00 
ждала! Не могла дозвониться, висела на телефоне, звонила с мобильного. 
Что же это такое? Сами не поднимали трубку. Никто не позвонил и не 
предупредил! Девушка, которая вчера принимала заявку,...",null,Negative,София,23.08.2016,spr.kz
Отваратительное обслуживание,"Почему такое хамское отношение к клиентам? Телефоны не 
отвечают, придешь в офис сидишь часами, выяснить ничего нельзя, 
постоянно не работает программа. Отключают за неуплату моментально, а 
оплатить нельзя так как нет доступа. Проблема состоит в том,...",null,Negative,Ирина,22.08.2016,spr.kz
Суммы на квитанции всегда разные,"Суммы на квитанции всегда разные, хотя вообще телефоном не 
пользуемся! Решила отключить, полностью оплатила до копейки, но до сих 
пор идут какие-то остатки, ужасс. Зарабатывают как хотят! Хоть бы кто 
проверял? Когда последний раз ходила выяснять про...",null,Negative,Молдир,21.08.2016,spr.kz
Качество услуг,"
            Интернет тормозит недели 2 у всех. Жалуются в ВК, а они 
пишут ""Если у вас есть какие-то проблемы, обращайтесь в бюро ремонта"". 
Хотя они прекрасно знают, что такая проблема есть, но делают вид, что не
 знают.                    ",null,Negative,Мурат,17.08.2016,spr.kz
Обслуживание желает быть лучше,"
            Дозвонится невозможно! Вот так случись, что и не один номер 
не отвечает. И так много раз, в какое бы время не позвони никогда еще 
мне не ответили. Приходится набирать массу разных номеров с интернета. 
Как быть?!                    ",null,Negative,Inna,17.08.2016,spr.kz
Монополисты на казахстанском рынке услуг интеренет,"Проживаю переменно, то в Казахстане, то в России. Часто езжу
 туда-обратно. В РФ за 500 р. очень хорошая скорость, без всяческих 
блокировок сайтов и т. д. и т. п. В РК же платить необходимо в 2 раза 
больше, скорость при этом никакая (проживаю в...",null,Negative,Илья,13.08.2016,spr.kz
Некачественная работа,"Здравствуйте. Живу в Актау, 14 микрорайон, 12 дом. В 
течение, примерно полугода, проходит регулярное отключение телевизора и,
 как правило, на выходные. Сколько звонков мною было сделано в вашу 
контору, не пересчитать уже. Постоянно звоню вашим...",null,Negative,Татьяна,11.08.2016,spr.kz
Прошу Вас принять надлежащие меры,"Месяц назад пошла в офис Казахтелеком нашего Илийского 
района и написала заявление на подключение домашнего телефона, дом. 
интернета. Я, Абдримов. Г. С, мать ребёнка инвалидности 2 группы. 2 
недели ходила к ним в офис и никак не могла попасть к ним....",null,Negative,Абдримова Г.С.,8.08.2016,spr.kz
"Бюрократическое отношение к работе, обслуживание ужасно","Позвонив в ваши филиалы на 10 тел. номера, с вопросом где у 
Вас можно купить таксафонные карты, никто не может ответить. Никто не 
владеет информацией на Жибек жолы, 100 дали другой тел., попадаю в бюро 
ремонта, где не берут трубки. Звоню на 160...",null,Negative,Динара,2.08.2016,spr.kz
Качество услуг,"Тырнет-то у вас вообще никакой, уже 10 раз пытаюсь жалобу 
отправить. Играл в WOW, к вечеру поднялся пинг до 1000, причем скачет от
 300 до 1000.
И так в других онлайн играх, да и во всем тырнете, причем третий день.
И еще, платим 7к за 10 Мб, а в...",null,Negative,Виталий,29.07.2016,spr.kz
Интернет у вас подкачивает,"Играл я в WOW, веселился в подземельях с друзьями, все было в
 ажуре, пока под вечер тырнет не стал помирать, пинг под 300-1000 во 
всех онлайн играх, соединение в скайпе оставляет желать лучшего. Платим 
7000 деревянных за 10 Мб/сек, а на деле только 1...",null,Negative,Виталий,29.07.2016,spr.kz
Тырнетик не стабильный,"
            Играю, значит, я такой в вовку и к вечеру 300-1000 пинг, 
веселые рейды превращаются в лютый лагодром, связь в скайпе ужасная и 
так на протяжении 3-4 дней, что за дела?                    ",null,Negative,Виталий,29.07.2016,spr.kz
"Вот, что значит монополисты","Третий день не могу дозвониться по телефонам: 160 и 297 53 
42. 
Нам был выставлен счёт, согласно которого мы оплатили за ID net.
Но интернета нет. Стали выяснять, оказалось, что недостаточно средств. 
Как мы должны были догадаться, сколько надо было...",null,Negative,Татьяна,29.07.2016,spr.kz
Это полное издевательство над клиентами компании,"В конце января отказались от интернет услуг компании 
Казахтелеком. Сейчас на дворе уже конец июля, а счёт за оплату интернета
 до сих пор исправно приходит в квитанции. Долг составляет уже более 
23000 тенге. Хотя они настойчиво заверили нас, что через...",null,Negative,Шуликова Ольга Михайловна,26.07.2016,spr.kz
Попытка подключить интернет,"Здравствуйте, две недели пытаюсь подключить у вас интернет и
 телевидение, отношение ужасное, когда звонишь, тебя отфудболивают, 
звонишь одним, они говорят, что не получится подключить интернет и 
телевидение по тех. причинам, звонишь другим они...",null,Negative,Екатерина,26.07.2016,spr.kz
Бездарная компания,"Уже обслуживаюсь три года и давно бы отказалась, да нет 
альтернативы! Меняли мне оборудование уже раз пять (телевидение было 
некачественное, постоянно зависала картинка, постоянно надо было 
выключать из розетки модем для перезагрузки! Это где такое...",null,Negative,Ариадна,25.07.2016,spr.kz
Номер 160 работает или нет,"
            Я не пойму. Все настолько заняты, что не можете поднять 
трубку???? Почему нет отведенного оператора, который будет отвечать на 
вопросы! Или казактелеком не может позволить себе такую роскошь? 
Насчитали мне долг такой, за что???                    ",null,Negative,Динара,23.07.2016,spr.kz
Я подключился к вашему интернету,"
            Я подключился к вашему интернету, но никогда не думал, что 
КАЗАХСТАН отставшая страна в мире. Древний РИМ и то более процветал, 
имейте совесть.                    ",null,Negative,Казбек,20.07.2016,spr.kz
Обслуживание ужасное,"Для настройки интернета надо в обязательном порядке 2-3 
раза, дня звонить, напоминать. В итоге уже ругаешься за, что мол деньги 
получаете, тарифы растут, и интернет, и ID-MI, когда не было интернета в
 марте из-за модема. Заплатили за полный месяц,...",null,Negative,Жанар,20.07.2016,spr.kz
Имитация бурной деятельности,"В 2014 году в г. Талгар подали заявку на подключение 
телефонной сети и интернет. Ответили, что для подключения нужно 
поставить столб, а также нет свободных линий, как освободятся подключат.
 В 2015 году тоже самое. Наступает 2016 год подаем опять...",null,Negative,Berik,14.07.2016,spr.kz
Двойка всем сотрудника вашей компании,"30 января 1916 года, я отказалась от услуг интернета, до 
сегодняшнего дня, в квитанции на оплату идут долги за интернет. Много 
раз лично приезжала по этому вопросу в компанию, много раз звонила по 
телефону, ничего до сих пор не изменилось. Как...",null,Negative,Севастополева Т.В.,14.07.2016,spr.kz
Невыполнение своей работы,"
            2 месяца назад подали заявку на подключение интернета! 
Каждый день кормят завтраками, обещают подключить, а в итоге опять 
молчат! Мой домашний номер 57-5-51. Прошу Вас принять меры!             
       ",null,Negative,Русакова Татьяна,12.07.2016,spr.kz
Очень долго,"
            ПОДКЛЮЧИТЬ ИНТЕРНЕТ - ЗАСАДА!
1-го июля подали заявку, 8-го передали технарям, сегодня 11-е. 
Зажрались, дисциплина хромает, слишком много разговоров или ответ выберите сами.                    ",null,Negative,Ержан,11.07.2016,spr.kz
Ужаснее некуда,"
            Интернет не соответствует заявлениям этого провайдера. 
Вечные вылеты, большой пинг, маленькая скорость и за все это еще нужно 
платить деньги, причем отключают сразу же если опоздал с оплатой на один
 день.                    ",null,Negative,Роман,10.07.2016,spr.kz
Грабительские цены на международные переговоры,"Моя мать, вдова участника ВОВ, участник трудового фронта, 9 
мая позвонила своей единственной племяннице в Беларусь с городского 
телефона, номер 21-10-56. После чего Казахтелеком выставил счёт за 
переговоры 5774 т. 1 мин. по 426.65 т. Когда начали...",null,Negative,Наталья,9.07.2016,spr.kz
Отношение к клиентам,"Столько раз подаю заявку на подключение к интернету. Ладно 
суть не в этом сегодня 07.07.2016 г. я позвонила на службу 160, ответила
 оператор Ольга. Я говорила спокойным тоном без повышения голоса. 
Сотрудник вела себя ужасно, хамила. При том, что...",null,Negative,Дария,7.07.2016,spr.kz
Врут клиентам и занимают время,"В связи с новшествами 01/07/16 пропал канал tlc. Звонил на 
160 три раза, терял при этом на ожидание по 10-15 минут. Ни одного 
внятного ответа, просто мурыжили. Наконец дали номер 165, который начал 
отправлять назад на 160. В итоге из-за их вранья и...",null,Negative,Валентин,5.07.2016,spr.kz
Ужасные,"10 лет на Мегалайне (потому что другого выхода нет), плачу 
как все за 4 Мбит, получаю 1 Мбит и то только ночью, вся улица без 
нормального интернета, даже Турбо нельзя подключить ибо тех. возможности
 у них нет. Не было дня, чтобы связь не обрывалась,...",null,Negative,ЗаМир,4.07.2016,spr.kz
Безответственное обращение к клиентам,"22.06.16 я подала заявку на подключение тв и Idnet, и 
оплатила через терминал по лиц счету 2580560, сегодня уже 24-е число и 
вечер так и не появился специалист а операторы обещают, что узнает в чем
 причина и обязательно позвонят, просят оставить...",null,Negative,Акбопе,24.06.2016,spr.kz
Поставляемая услуга интернета не соответствует заявленной,"
            Уважаемые работники ""Телеком"", интернет отвратительный. 
Скорость не соответствует мегалайн турбо, но платежку присылаете в 
полном объеме. Я же не оплачиваю вам услугу половинками купюр.          
          ",null,Negative,Антонина,15.06.2016,spr.kz
Полное игнорирование,"Здравствуйте! Хотелось обратиться к руководству. 4 мая 2016 
г. подала заявку по установке Интернета. Через 2 недели пришёл ваш 
сотрудник и сказал плохая связь, ждать техника, но техник так и не 
появился. Периодически звоним, то на 160, то на 165....",null,Negative,Лязат,13.06.2016,spr.kz
Очень плохо работают Ваши сотрудники,"Здравствуйте! Оставляю в пятницу утром 03. 06. 2016 г заявку
 на номер 165 Вашему оператору на 04.06.2016 г. в субботу, и объяснила, 
чтоб с утра приехали и сделали мне интернет! Ваш технический отдел 
игнорирует мою заявку! Так как ваш электрик звонит...",null,Negative,Айжан,4.06.2016,spr.kz
Худший из провайдеров интернета в Казахстане,"Знакомство с провайдером интернета ""Казахтелеком"" - весьма 
обыденное для рядового казахстанца дело. Мало того, что в подавляющем 
большинстве регионов (не касательно крупнейших городов) иных операторов 
нет вовсе, про ущемление прав пользователей впору...",null,Negative,Сергей Миланский,30.05.2016,spr.kz
Предоставление услуг,"Добрый день!
С удовольствием пользуюсь Вашими услугами. Я живу в г. Астана ЖК 
""Саранда"" ул. 38 мой номер телефона: 248-055. Установила ""Айди-тв"", по 
всему дому протянули серые толстые провода, шлюз на телефон попросили 
купить самой, хотя моим...",null,Negative,Раушан,26.05.2016,spr.kz
"Руководство, обратите внимание","
            Сегодня позвонила на номер:  87282165000, оператор Алия. 
Руководство, обратите внимание на ее ответы клиентам.                   
 ",null,Negative,Анжелика,25.05.2016,spr.kz
Очень плохой интернет и телевидение,"Ранее мы были подключены к Алма ТВ, затем я вопреки мнениям 
своей семьи перевел интернет и телевидение в Казтелеком. Практически 
сразу же после перевода начались отключения или приостановление 
телепередач, затем вот уже почти полгода интернет...",null,Negative,Калау Малик Мейрбек,25.05.2016,spr.kz
Это не справочное бюро,"Сегодня обратилась к вашему оператору 251 Гузель, ее ответ: 
""Это не справочное бюро!"". Операторы всегда вежливы, а сегодня впервые 
так ответили на просьбу помочь. И в будущем такой ответ будет уместен? 
Руководство обратите внимание на работу...",null,Negative,Анжелика,25.05.2016,spr.kz
Интернет и телевидение,"Интернет достал уже! Телевидение плохое, 103 канала, а 
смотреть нечего. Зависает из-за интернета! Сам интернет глючит 
постоянно! Платим в месяц около 6500. Интересно за что??? У меня на 
телефоне уже трафик закончился, потому что автоматически вай-фай...",null,Negative,Жанар,24.05.2016,spr.kz
Устал,"
            Самый отстойный интернет на планете. И сервис. Уже месяц 
пытаюсь достучатся. Каждые 20-30 минут тупит сеть, и id tv мозг выносит.
 Пожалел, что подключился к вам.                    ",null,Negative,Андрей,18.05.2016,spr.kz
Это самый нехороший провайдер,"Я так устал от этих постоянных косяков. У родителей стоит 
турбо плюс. Ну он настолько медленный. У меня теле 2 на телефоне быстрее
 страницы открывает. Да, что тут говорить, Теле2 их хотя бы открывает. 
Решил их задолбить постоянными жалобами. Так еще...",null,Negative,Stas,17.05.2016,spr.kz
"Высокие цены, низкая скорость интернета","""Megaline — первый высокоскоростной доступ к сети Интернет в
 Казахстане. На сегодняшний день для каждого казахстанца – это самое 
доступное предложение на телекоммуникационном рынке, отличающееся 
высоким качеством и выгодными ценами"". 

Недавно я...",null,Negative,Римма_Black_Heart,17.05.2016,spr.kz
Постоянно фризит в играх,"Пользуюсь самым ""высокоскоростным"" интернетом (кто не понял,
 он очень медленный), плачу бешеные деньги, а что? В играх пинг 
постоянно прыгает, например: играю в cs go, бегу, и бац, обратно на 
место. И, что это такое? Проблема не в игре, проблема в...",null,Negative,Аркадий,15.05.2016,spr.kz
Халатное отношение к клиентам,"Здравствуйте, не довольна работай вашей компаний. 3 месяца 
жду подключения городского телефона и ваших услуг интернета. Но никаких 
действий со стороны нет. Спасибо за ваши услуги, КАЗАХТЕЛЕКОМ. Жалобу 
подам письменно в течений 2 дней, если не будет...",null,Negative,Мадина,11.05.2016,spr.kz
Плохой интернет,"
            В общем так, дорогие мои провайдеры! Если вы закроете все 
сайты, зачем я буду платить вам, а???! Новости почитать? Буду думать об 
отключении вашего интернета!                    ",null,Negative,Евгений,3.05.2016,spr.kz
Неисполнение сотрудниками своих прямых обязанностей,"Плохое отношение к своим обязанностям сотрудников 
""Казахтелекома"". Неоднократно обращался к вашим сотрудникам по поводу 
прокладки ваших кабелей связи и телевидения. Ну, ответов никаких, фото 
имеются. А именно, Илийское отделение ""Казахтелекома"", п....",null,Negative,Евгений,2.05.2016,spr.kz
Качество услуг,"
            Сижу за интернетом, каждый раз вылетает, лагает, зависает. А
 интернет у меня не самый дешевый (самый дорогой из id net). И это 
называется нормальным интернетом? Да лучше за 3G сидеть, чем за этим.   
                 ",null,Negative,Василий,30.04.2016,spr.kz
Игнорирование заявления в течении трех лет,"Проживаю в Покровке, около 3х лет не может установить 
стационарный телефон, утверждают, что нет свободных ячеек или как 
правильно называется я не знаю, но соседи установили телефон после 
нашего заявления в Казактелеком, учитывая, что соседи живут под...",null,Negative,Чернова Маргарита,30.04.2016,spr.kz
"За, что деньги платим","Вроде оплачиваем все в срок вместе с другими ком услугами 
все во время как положено! А интернет абсолютно никак не грузится! За, 
что мы вам деньги оплачиваем?! Сегодня обратилась к вашему оператору, 
грубиянка! Разозлила меня, вывела из себя, все...",null,Negative,Мадина,29.04.2016,spr.kz
Каналдары катып калады вообще телевизор коре алмайсын,"
            Мен idhome косканбын катып калабереди вобше сервис жок звандасан алмайды                    ",null,Negative,Акрам,28.04.2016,spr.kz
Не обслуживают совсем,"
            Отдел на Рихерда Зорге персонал грубияны, население не 
обслуживают. Сидят пьют чай. В общем, одни они люди, а остальные не люди
 типа. Руководству по персоналу нужно провести серьёзную пертурбацию и 
инструктаж.                    ",null,Negative,Мундаш,27.04.2016,spr.kz
Не берут трубку,"
            Звоню пол часа не берут трубку, потом скидывают! Ужас.                    ",null,Negative,Айнур,27.04.2016,spr.kz
Отношение к клиентам Казахтелеком,"Я являюсь добросовестным клиентом Казахтелеком. На 
протяжении всей истории платежей оплачивал услуги Казахтелеком, как 
правило, в конце месяца вместе с остальными коммунальными платежами. 
Никогда не возникало никаких проблем. И вдруг 26 апреля 2016...",null,Negative,Кузьмин Александр,26.04.2016,spr.kz
Неответственные,"Проживаю в г. Экибастузе. Год назад подал заявление на 
переход от Megaline на ID-NET, сегодня позвонил в 160 и меня снова 
отправили на повторную подачу заявления. Просидел час в электронной 
очереди, работают только 2 оператора, остальные ходят по...",null,Negative,Андрей,25.04.2016,spr.kz
Почему так часто логает интернет,"Здравствуйте, я хотел обратиться к вам насчёт вылетов 
интернета. То есть, я зарабатываю, играя в многопользовательские игры. И
 мне очень неприятно, когда ваш интернет подводит. Ладно вылет интернета
 - это одна проблема. Самая большая проблема это то,...",null,Negative,Шерхан,23.04.2016,spr.kz
Плохой ваш Казахтелеком,"
            Не работает даже банальное! ""Steam"" ваш интернет не загружает!                    ",null,Negative,Малифицента,10.04.2016,spr.kz
Жаман,"
            Онкей шарлатандар, айтар соз жок. Жабу керек мына казактелекомды!                    ",null,Negative,Dn,2.04.2016,spr.kz
Плохое отношение к клиентам и отсутствие обратной связи,"Я являюсь вашим клиентом на протяжении пятнадцати лет, и 
стоит отметить, что при предоставлении услуг связи должна быть и 
обратная связь. Однако, у Вас при работе нет обратной связи. Все в одни 
ворота, и эти ворота добросовестные потребители. В связи...",null,Negative,Dinara,29.03.2016,spr.kz
Сервис центр,"
            Я не могу дозвонится до Казахтелекома операторы не поднимает телефон и постоянно музыка играет, это позор.
Все операторы там безответственные, уже 2 часа сижу звоню, никто не берет трубку, позор, позор, позор.
Руководства куда смотрит.                    ",null,Negative,Almas,29.03.2016,spr.kz
Некомпетентные сотрудники,"Ужасное отношение к абонентам, не добьешься ничего. 20 раз 
звоню, бесполезно. Подключились по акции (два месяца бесплатно), месяц 
бесплатно, за второй просят заплатить. И никто ничего не может внятно 
объяснить. Не организация, а кошмар какой-то....",null,Negative,Анна,29.03.2016,spr.kz
Нет связи,"Звонил по горячей линии больше часа ждал так и не дождался. 
Отвратительный сервис и отношение к клиентам.
Звонил 29.03.2016 г. с 9.15 и до 11.02.
Звонил с начала с сотового, затем с городского, так и не дождался. Цены не слабые, а сервиса и...",null,Negative,Степан,29.03.2016,spr.kz
"Плохое отношение Казахтелеком, Темиртау","Ужасное отношения к клиентам. Приезжаю уже пятый день подряд. Сейчас 25 марта 2016. Сижу с 16.00 уже 40 минут.
У единственного оператора, Смагуловой Незерке, обед.
В зале 4 оператора не могут обслужить 6 клиентов. Потому, что некомпетентные....",null,Negative,Максимов Игорь,25.03.2016,spr.kz
