title,text,rating,reaction,who,date,website
г....ая компания,"к сожалению, вынуждена пользоваться 
услугами этой так называемой компании, поскольку выбирать не из чего! 
соотношение цена-качество вообще ниже некуда, интернет гов...ный, не 
тянет даже видео на Ю-тьюб!!!!! телевидение - слезы, картинка постоянно 
зависает!!!! и это при том, что мне несколько раз меняли оборудование!!!
  стыдно должно быть вам, господа, владельцы Казахтелекома!!! Хоть 
что-то должно в этом государстве функционировать нормально!!!",1,Negative,Ариадна,02.04.2018,valrating.com
"Хочу задать вопрос им, за что берёте деньги за завно?????","У меня есть видео доказательства что у
 вас все херня и ничего не работает. Сегодня выложу ютуб пусть вес мир 
узнает что все что вы говорите всё херня!!!!!",1,Negative,Алмаз,23.03.2018,valrating.com
 жалоба,самый хреновый инет - спасибо за испорченное с утра настроение ....,1,Negative,,22.03.2018,valrating.com
продукт  idtv,"почему убрали  детские каналы  картун нетворк и бумеранг  и зачем дублировать те каналы которые есть уже
полный бардак  устраните всё это  а то не куда не годится за что мы платим деньги а?",2,Negative,марат,07.03.2018,valrating.com
Казахтелеком ,"Самый ужасный интернет. Хуже не 
ввидела. А главное что раньше оотключили если во время не ооплотишь. Так
 было проще в минус не заходили. А сейчас придумали какой то кредитный 
лимит. И не отключают и не уведомили. Главное деньги содрать.",1,Negative,Молдир,28.02.2018,valrating.com
Казахтелеком ?,"Здравствуйте уважаемые! Специально 
зарегистрировался чтобы сказать и предупредить вас! НЕ ПОДКЛЮЧАЙТЕСЬ В 
КАЗАХТЕЛЕКОМ ИНТЕРНЕТ! Меня просто достал этот интернет! Я пользовался 
больше 3х лет и более 3х лет нервы. Интернет не совпадает по заданному 
трафику это раз. Два все время прерывается соединение. Три по субботам и
 воскресеньям никому не дозвонится. 4 .один и тот же вопрос а решение 
никакое. 5 . Это детский интернет который даже из ребенка сделает в 
психа. 6. Обслуживание просто 0  .  Пишу все это чтобы предостеречь ваши
 карманы и нервы! Спасибо за внимание.",1,Negative,Мейрамбек,20.02.2018,valrating.com
Отвратительно,"Интернет еле-еле работает. Что 
касается телевидения,масса ненужных каналов,программа передач ""блещет 
разнообразием"" складывается впечатление,будто казахтелеком думают что у 
нас проблемы с памятью,прокручивая одни и те же передачи каждый год.
Конкретно про интернет. Работает мягко говоря ужасно,постоянные 
сбои,внедеапазоны. ""Сильная"" скорость не оправдывает себя,постоянные 
выдачи от браузеров ""сеть нестабильна"",частые звонки с предложением 
""подключить трафик по лучше за большую сумму""лишь подливают масло в 
огонь,словно те деньги которые мы платим не имеют никакого значения .
В общем кошмар. Отключаемся от услуг и другим не советуем подключаться.",1,Negative,Хххххххх,18.02.2018,valrating.com
"УЖАС, ПРОСТО УЖАС!","Боже мой, мне вот интересно, они там 
меняют оборудование на новое чтоб интернет передавался хорошо, или же 
все также на самых первых купленных стойках все стоит? Для того, чтобы 
вы понимали насколько у меня плохой инет, у меня эта страница 20 минут 
загружалась, невозможно даже в соц сетях сидеть, про игры, кино и другие
 развлечения я вообще молчу. Да у меня лучше грузит когда я с телефона 
раздаю. Короче отказ от ваших услуг, никому не советую польщоваться этим
 провайдером. Х*ровый интернет, обслуживание ужасное, один большой 
обман!",1,Negative,Молодой человек,17.02.2018,valrating.com
Херня,Все отключаюсь говнище на балконе даже толком неловит как вечер так пипец можно телек врубать что тоже не ахти,1,Negative,Саня,13.02.2018,valrating.com
0,"Интернет почти год уже ужасный 
столько проблем вечером невозможно смотреть  нетянет скорость не 
соответствует тому за что я плочу Казахтелекому  репутация у них скоро 
савсем упадёт.",1,Negative,Ххх,09.02.2018,valrating.com
GPON,"Качество ужас, обслуживание ужас, все
 что связано с этим провайдером оставляет желать лучшего. Пришли 
отказываться от сети интернет сидим полтора часа из 4 менеджеров только 
один работает остальных просто нет на месте. Обслуживание ужасное. 
Хотите сохранить нервы и время не связывайтесь с этим провайдером услуг.",1,Negative,Кирилл,01.02.2018,valrating.com
Қазақтелеком ведут себя как настоящие жулики,"Заставляют абонентов подписывать 
сомнительные договоры. Все завуалировано так, что разобраться не могут 
даже юристы. Получается, что они ни за что не отвечают. Всегда и везде 
виноват потребитель.И платить приходится за все. Даже за отключение! 
Зачем, спрашивается, личный кабинет, если вопросы решаются только по 
письменным заявлениям. Качество услуг отвратильное. 6 лет назад с 
треском отказалась от услуг Интернета и ни секунды не пожалела.",2,Negative,Marfutka,24.01.2018,valrating.com
Земля Вам пухом Kazakhtelecom,"Сплошные минусы:
-На внешнем подключение всего 12 мбит/сек это 1,5 мбайт/сек ужасная скорость
-Слил Уже много каток из за ""Хорошего"" провайдера,Спасибо!!!!
Не знаю за что плачу (тариф 50мбит/сек внешнее соответсвенно на половину должно быть 25мбит/сек, а у меня 12!!!!!!!!!!)
Уже хочу подключить Билайн 100мбит
Еще раз Земля вам пухом KazakhTelecom!!!!!",1,Negative,Anonym,13.01.2018,valrating.com
Ждал две недели,"Ждал две недели сказали подключить ну
 ни хрена, сказали еще подождите. подавал заявку 2017 году уже 2018 году
 все еще нет. Одним словом не сервис обслуживание а сервис обманщиков . 
22.12.2017-04.01.2018",1,Negative,Еркебулан,04.01.2018,valrating.com
Казактелеком- вы просто самые отвратительные,"меня как то обсчитали аж на 2,500 
тенге, мало того специалисты очень хреновые, свою работу ни хрена не 
знают, а такие люди как Санжиев Батыр как работают вообще я в шоке! в 
общем оценка этой компании -000000000,000001 %. фууу, зачем тока я 
подключил. отключу нахер",1,Negative,Не имеет значения,19.12.2017,valrating.com
Megogo не работает,"люди не подключайте IDTV+Megogo, не будет показывать ???????????????",1,Negative,london,14.12.2017,valrating.com
"Ужасное обслуживание, дезинформация и хамское отношение","Операторы по линии 160 дают 
некорректную информацию, менеджеры Казахтелекома по адресу г. 
Нур-Султан, ул. Сыганак, 18 отказывают не только в принятии заявления, 
но и в выдаче талончика. Потому что не хотят обслуживать.",1,Negative,Асемгуль,11.01.2020,valrating.com
Ужасный казахтелеком!,Вообще кто нибудь контролирует работу казахтелекома ? Беспредел какой то! Почему мы платим деньги за такой интернет ?????,1,Negative,,10.01.2020,valrating.com
Плачу за до 200мб сек,"Плачу за до 200мб сек.Получаю 
реальную 8-10 мб сек,зачем вообще 7000тг мне платить за пару мегабайтов?
 Ладно понял бы если давали хотябы 100-150мб сек а так очень мало и 
слабо,дизлайк и отписка",1,Negative,Сам себе,08.01.2020,valrating.com
Тупик,"Начиталась отзывов, и стало обидно за
 державу, все дрянь, как жить с таким интернетом.. моя скорость 0,87 
мбт/с загрузка,    тариф  мегалайн  скорость  до 8 мбит  в заявленных,, 
дополнительная точка работает отлично, проблемы бывают очень редко, Ай 
ди тв хорошее и качество и перебоев не бывает, видимо старое 
оборудование было хорошее, но интернет конечно отстой, 2 телевизора и 2 
телефона и 1 ноутбук не могут существовать  в одной сети,  интернета 
хватает только на 1 телевизор, у которого стоит доп  точка от Айди Тв,  я
 думала переподключить на тариф Ультра или Сильвер, но почитав отзыва 
поняла что ситуация не изменится, тупик.",1,Negative,Пользователь,07.01.2020,valrating.com
ПИНГ 400 м.с.,"Каждый вечер, вот уже на протяжении 
2-х. месяцев невозможно посмотреть онлайн трансляции. На звонок по 
номеру 160 - сказали, что не я один испытываю трудности с интернетом. 
Сказали что ведутся работы по устранению неполадки, но это было 2 месяца
 назад и неделю назад мне ответили тоже самое. Не пользуйтесь этим 
провайдером ID NET - Это просто шарашкина кантора. Пробивал пинг по 
нескольким сайтам, так это вообще не в какие рамки не лезет,  пинг от 
250 м.с. до 400 м.с., а иногда и до 700 м.с. доходит... так что не 
советую ID NET.",1,Negative,Богдан,03.01.2020,valrating.com
Не могут устранить неполадок ,"Пользуюсь этим провайдером.Постоянно 
не работает интернет,тв виснет постоянно,телефонная связь постоянно 
пропадает.Приходили несколько раз устранять их же «мастера»,но всё 
повторяется опять и опять,толку нет. Очень жаль,что нет конкурента этому
 провайдеру,уверен эта компания не выжила бы ни одного дня .",1,Negative,Азиз,02.01.2020,valrating.com
мошенники,"не берите пакеты которые они рекламируют.
лохотрон.
после подписания договора в одностороннем порядке изменяют содержимое пакета.вообще дебилы их хозяева и руководство",1,Negative,махсут,30.12.2019,valrating.com
Пока все выше всяких похвал,"Начитавшись плохих отзывов думал не 
ставить себе данный интернет но все же рискнул и не ошибся ну по крайней
 мере пока. Скорость более чем заявлено реально больше 200 подключили за
 1,5 дня то есть от начала заявки до ее реализации. Единственно в 
предоставленном оборудовании не работает 2 порта но мне и 2х 
существующих хватает.",5,Positive,Иван,27.12.2019,valrating.com
Телевидение ,"9 декабря подали заявку на 
подключение телевидения через Казактелеком,сказали хорошо в течение 
недели подключим и как говорится""шли годы"". Звонила несколько раз к ним,
 извинялись что у них программа новая и заявку они не правильно сделали 
,что всё будет хорошо. Сегодня 27 декабря позвонила и вот лови,мы не 
сможем вас подключить ,на вопрос по чему с 9 числа мне голову 
морочили,ответ оригинален:не можем и вот так вот.",1,Negative,Татьяна,27.12.2019,valrating.com
"Ужасно ,вы пробили дно! ","Ужасный провайдер, лучше вообще без 
интернета сидеть чем заключать контракт с Сатаной.Отвратительное 
отношение к потребителю.Оплата 7200, ЗА ЧТО? За 2 мгб ?Сотрудники 
Казахтелеком вы что бредите?Если звонить по 5-7 раз в день повышают 
скорость аж на 4 мгб, это какой-то трэш. Я уже седой весь, нервов не 
хватает.Постоянные разрывы связи, постоянное пытаются навязать до.услуги
 которые работаю так же криво.  В 80 годах интернет работал 
лучше,быстрее и стабильнее чем сейчас.Я всё жду когда Илон Маск отправит
 спутники с высококачественным  интернетом, лучше один раз купить за 
400-600 долларов спец.модем и не парится всю оставшуюся жизнь. Такое 
впечатление что они из земли эти килобайты  выкачивают, это вам не нефть
 товарищи из Казахтелеком, проснитесь!  Огромное Спасибо Казахтелеком, 
из за вас я скоро стану психом и выброшу свой ПК в окно и уйду жить в 
горы, лучше быть отшельником чем сидеть с таким интернетом.  Миллиард 
раз подумайте прежде чем подключать это г... Лучше включите раздачу на 
мобильном устройстве и не тратьте нервы.",1,Negative,Нико,20.12.2019,valrating.com
"Не интернет а кал, 1000 килобайт в секунду.","Не советую к покупке, очень медленный интернет, телевидение темболее, выделяет 1000 килобайт в секунду.",1,Negative,Вадим,17.12.2019,valrating.com
Хотел подключить,"Раньше пользовался их интернетом. Постоянно зависало телевидение.
Думал что то поменялось.
Почитал отзывы и решил не подключать. Жаль в нашем районе билайн не 
подключает у них вроде получше. А так 4G Алтел пользуюсь нормально для 
соц сетей работы ютюба и фильмов и т.д. хватает, когда не ловит алтел 
врубаю билаин 4G Просто хотел для игр поставить 100 Мбит.",2,Negative,janat,10.12.2019,valrating.com
Интернет ,"Ужасный интренет . Видео еле грузит. 
Фильмы еле грузятся.  Вызываешь домой мастера. он ютуб открывает вот же 
хорошо грузит. Ну бл** конечно ютуб потому что кроме ютуба у них нечего 
не грузит.  Вы цену смените  на интернет  он этм денег не стоит. Его 
цена 2000т. По быстрей бы уже Элон маск активирует интернет свой. Все вы
 бомжами станете в своём казактелеклме да в Билайне. 5g хотят в 
казахстане сделать. Вы в начале оптоволокно сделайте чтоб работало 
исправно...",1,Negative,Дмитрий,09.12.2019,valrating.com
 ,"В июле 2019 года был заключён договор
 на подключение услуги Silver. До сих пор ждём!!! Зато оплата 
начисляется! Монтажники неделю назад установили оборудование, сделали 
проводку кабеля, но  ничего не подключено. Зато в статусе заказа 
указано, что заказ успешно обработан!",1,Negative,Снежкова Ирина,09.12.2019,valrating.com
 id-net,"Скорости нет вообще. Начал торрент тупить с 29го ноября 19го года. Такие деньги гребут уродцы,а делать ничего не хотят",1,Negative,Денис,02.12.2019,valrating.com
Самый ужасный провайдер,"Самый д*****ный провайдер. Ощущение 
от т***х недоучек, которые зная о существующих проблемах нихрена на 
могут исправить. Операторы вообще недалекие д*****иды!",1,Negative,Андрей,01.12.2019,valrating.com
Хуже некуда,"ВСЕГДА! Всегда с ними какие то 
проблемы. Навязывают услуги добровольно-принудительно. Придешь 
восстановить номер, а они тебе тариф поменяют. Подороже. Придешь 
отключить вай фай, чтобы просто по городу звонить трубку оставить, нет 
же еще кучу услуг подключат. Без твоего ведома. Хотя 100 раз повторишь, 
что нужен только телефон. Считаю, и знаю , что это вообще незаконно. Вот
 только куда на них жаловаться? ! Ведь если сами они что-то подключат , 
то хочешь или не хочешь - плати. Сразу счет выставляют",1,Negative,Валентина,29.11.2019,valrating.com
телефон-интернет,"Я от этих дебилов  3 года  назад 
свалил,от всех услуг отказался, хотя отговаривали. Поставил спутниковую 
тарелку на 250 каналов,  интернет мобильный  через стационарный Fi-Wi 
роутер  и сотовый телефон в кармане и ни каких проблем",1,Negative,Макс,26.11.2019,valrating.com
З****л казахтелеком!!!,"Вы реально з*****и, за что деньги 
берёте, если сделать перерасчёт, когда работает интернет и айди тв, мы 
вам деньги платим , а когда не работает вы нам, то через месяц разорится
 к е****м ваша шараш кантора.",1,Negative,Лёха,25.11.2019,valrating.com
Ужас,"1. Ужасный кол центр 160 ждешь 10 
минут, потом они соединяют с отделом продаж 15-20 минут. Потом ой мы вас
 соединяли, но опять на 160 пришел ваш вызов!!! Пз*********ять! И опять 
они соединяют уже 20-30 минут ждешь! 
Сука вот только, что третий раз соединили угадайте с кем? Опять не с 
отделом продаж!! Опять поднял оператор на 160. Опять они меня соединяют с
 отделом продаж, но идет сброс телефона!! АХ**ТЬ! 
С**и просто слов нету! 
2. Дай боже Илон Маск подключит свой глобальный интернет, сразу туда перейду!",1,Negative,Али,21.11.2019,valrating.com
Как попасть к начальству?,"Нормальной телефонной связи не было 
никогда. Когда телефонная станция еще была на Жургенева 9, мне 
переключили телефон на блокиратор, а плату присылали за отдельный 
телефон. Причем, когда жаловался, что звонить никто не может - отвечали 
""у вас телефон на блокираторе"", когда говорил почему переключили на 
блокиратор, когда у меня отдельный телефон  говорили ""у вас нет 
блокиратора"". Звонить было невозможно, каждый раз когда пытался звонить,
 трубку брал мой сосед - подключение снимать отказывались категорически,
 а ко мне вообще никто не мог дозвониться. Теперь та же ситуация с 
телевидением - опять подключение и опять проблемы с ремонтниками - не 
желают убирать. Никого не волнуют незаконные подключения и 
неплательщики. Товарищи, вы разоритесь. Я вам искренне этого желаю. 
Хорошо, что вы на рынке не одни.",1,Negative,Мурат,13.07.2016,valrating.com
скорость инета,"Я не понимаю за что мы платим по 9000
 тг в месяц. Я уже 1,5 часа пытаюсь включить детям мультфильм. Это 
просто ужас какой то. Хотя эти наши отзывы никто здесь не читает, даже 
если читаю, не придают им значения!!! На службу поддержки не 
дозвонится!!!!!!! Век нано-технологий а у нас интернет висит ПОЗОР 
КАЗАКТЕЛЕКОМУ!!!!! Поубирать все эти ненужные дополнительные функции на 
хрен. MEGOGO не обновляется. Вот если дозвонюсь сейчас до службы 
поддержки таких люлей вставлю,",1,Negative,Ирина,13.07.2016,valrating.com
Жалоба,"08.10.2015 года без моего ведома , 
предположительно был взлом пароля личного кабинета Казахтелеком, была 
подключена услуга «РОДИТЕЛЬСКИЙ КОНТРОЛЬ». С тех пор начислялись платежи
 за данную услугу:
8.10.2015       -     +154,84 тенге
01.11.2015     -    + 200 тенге
01.12.2015     -    +200 тенге
01.01.2016    -     +200 тенге
01.02.2016    -     +200 тенге
01.03.2016   -     +500 тенге
01.04.2016   -    + 500 тенге
27.04.2016   -     -66,66 тенге  
Итого незаконно было начислено 1888,18 тенге.
Прошу разобраться , выяснить с какого компьютера было подключение, и 
вернуть данные платежи обратно, т.к. все счета оплачивались полностью.
Подключались не с нашего компьютера точно , т.к часто в течении этого 
времени  не возможно было войти в личный кабинет, из-за сброса пароля. 
При очередном входе в личный кабинет, часто было  «неверный пароль», 
приходилось звонить вашим операторам на 160 и перепрограммировать 
пароль. Все звонки можете проверить.
   Это воровство никак не ожидала от такой солидной организации. Если Вы
 монополисты в этой сфере услуг, это не значит , что можно обворовывать 
своих клиентов.

Нуржамал.
05.06.2016",1,Negative,Нуржамал,05.06.2016,valrating.com
Отзыв об услугах,"Добрый день!!!  Я потребитель услуг 
Казахтелекома,вот уже третий день у нас не работает телефон. Вызвали 
монтера,сначала отказывался что- либо делать,ссылаясь на неисправность 
аппарата,на что я принесла ещё 2 аппарата. Однако,монтер продолжал 
настаивать на своём, потом я взяла аппарат у соседей, только тогда 
монтер начал искать причину. В итоге, психуя и разговаривая по хамски,он
 устранил поломку, но под моим контролем. Очень жаль,что нет другого 
оператора,я бы с радостью поменяла.",1,Negative,Потребитель,31.05.2016,valrating.com
телевидение,"Подключили телевидение id tv прошло 
пять дней после установки и не было дня что бы тв работало без 
проблем.Сегодня рекорд телевидение вообще отключилось,сначала исчез звук
 а затем пропали каналы.Заставки каналов есть.Зачем обманывать людей. 
Телеком занимается сборов денег услуги достойной нет.Сегодня суббота 
технические  службы не работают.""СПАСИБО"" телекому.Уже подумываю  
отказаться от таких услуг. Будет ли перерасчёт за неоказанные услуги????",1,Negative,надежда,12.03.2016,valrating.com
Интернет,"Подключал в свое время мегалайн лайт.
 Заплатил 7200 тенге (из них 3600 за месячный трафик, а 3600  у меня 
начислено как аванс  который мне обещали вернуть в случае отказа от 
интернета)......отказался, деньги НЕ ВЕРНУЛИ. Зажрался казахтелеком!!! 
Люди  пользуйтесь сотовой связью Актив, там и телефон и интернет все в 
одном!!! И обходится в 2 раза дешевле!!!",1,Negative,Дмитрий,08.02.2016,valrating.com
Не работает дом.телефон,"Здравствуйте!
Сколько дней опять не работает домашний телефон, за что я плачу???
Находимся по адресу: г.Алматы, сов.Алатау, ул.Утегенова,21, сотовый мой:
 8 707 824 00 02. Срочно решите проблему! Я работаю на дому мне очень 
необходимо телефон в рабочем состоянии.",1,Negative,Гульнур,01.02.2016,valrating.com
.,"Ушли от них на билайн, ни грамма не пожалели!",1,Negative,Ушедший,11.12.2015,valrating.com
5,"Что вы напали на них? Учитывая, что они практически монополисты, отлично работают и сервис высший.
Вы попробуйте при пропаже интернета в билайне правды поискать.",5,Positive,Пугачев,03.11.2015,valrating.com
Полет нормальный,"Отлично все работает на IDnet !
Всё летает, телевизор смотрю через торрент ТВ, два ноутбука, да ещё и два смартфона",5,Positive,,01.09.2015,valrating.com
1,"Вы хотите отзыв хорошо я_бы сказал 
ниже дна и на много. Выше пишут, смотрят фильмы, общаются с друзьями (за
 жесткий диск) ребята а вы сами платите за все за это или родители? 
Услуги не к чемные а плата под потолком.Тут советуюй билаин, 
прислушайтесь вещ говорят тут вам и услуги и скорость и плата умеренная.
 А оценка вашей работы уважаемый Казахтелеком ну конечно_же 5 но только с
 минусом. И вообще мое мнение (жаль что оно не имеет веса)закрывать вас 
пора ребята.",1,Negative,Бывший пользователь (и тем доволен),21.07.2015,valrating.com
1,"Переехали в новостройку, подали 
заявку на подключение телефона, интернета, кабельного. Прошло уже три 
недели, а у них видите ли модемом нет!!!!! Живем е мое в 21 веке!!!! 
Говорят ждите, даже не говорят сколько ждать!!!! Возмущена до ужаса!!!",1,Negative,Динара,15.07.2015,valrating.com
5,"Возмущена не только я ,но и многие 
клиенты Атырауской ОДТ .Раньше платили за услуги связи в сервис 
бюро.Бюро закрыли, стали оплачивать услуги в инфокиосках. Платили 10 лет
 хорошо удобно. И вот с первого мая на оплату через инфокиоски вводят 
комиссионные три процента от суммы оплаты.Такой обдираловки нам еще ни 
кто не устраивал. Это во вех филиалах Казахтелекома или только у нас в 
Атырау такие предприимчивые.? Оплату в кассах принимать 
отказываются.Может подумать о других провайдерах .",5,Positive,Елена,09.05.2015,valrating.com
1,"Г***о полное. Нажрались со своим 
гребонетом! Говорят ""безлимитный"" интернет на 2-5 мегабит. Врут, дают 
всего 10 гб на месяц, а потом выставляют ДНИЩНУЮ скорость что я ждал 
скачивания Half-Life 2 аж 5 дней. Издевательство. Пора менять оператора 
или вообще с*****ь с этой страны!",1,Negative,Reedych,23.04.2015,valrating.com
5,"Казактелеком мне нравится, услуги 
предоставляют отличные, качество связи отличное. Работают профессионалы 
своего дела. Когда бы не обратилась за помощью, своевременно обслужат. Я
 общаюсь с друзьями из зарубежья, и точно могу сказать, что наш Интернет
 не хуже, а порой и лучше! Перед Новым годом я получила подарок от 
Казактелекома - внешний жесткий диск на 500 ГБ как активный клиент. 
Просто за то, что активно пользуюсь их услугами. Казактелеком- лучший!",5,Positive,Гульнар,20.04.2015,valrating.com
1,"У меня были подключены три услуги 
казактелекома (телевидение, интернет, телефон), сначала отключил 
телевидение т.к. считаю, что это трата денег впустую, ведь смотреть 
особо нечего, а 900 в месяц отдай. С появлением интернета билайн, долго 
думал перейти к ним или нет, но казактелеком своим отношением ускорил 
мой переход на интернет билайна, о чем нисколько не жалею, а наоборот у 
билайна более выгодные условия и тем более не взимается плата за не 
пользование услугой (в отличие от казактелекома), к сожалению от 
стационарного телефона отказаться не получается, приходится блокировать 
каждые три месяца, т.к им почти не пользуюсь, а плата фиксированная 
(повременной у казактелекома не предусмотрено)! Тем кто еще сомневается,
 переходить или нет с казактелекома на билайн-интернет, советую не 
думать, а спокойно переключаться и пользоваться всеми преимуществами!",1,Negative,Константин,12.03.2015,valrating.com
2,"не знаю как по качеству,а вот сейчас 
хотела отключить временно интернет.если раньше это делали по телефону,то
 сейчас нужно ехать в центр писать заявление на отключение.телефон 
оформлен на маму которая по состоянию здоровья не может приехать к 
ним.пусть говорит пишет доверенность на ваше имя.пипец из за этой мелочи
 я видите ли должна выложить еще 2000 или 2500 тысячи на 
довереннность.Проще написать заявление на полное отключение,и подключить
 билайн.",2,Negative,Татьяна,18.02.2015,valrating.com
1,"ЛЮДИ !!! НЕ СОВЕТУЮ !!! Хорошо, что 
есть отличная альтернатива Билайн, знакомый предупреждал когда я 
переходил с билайна на казахтелеком, непослушал и зря... Подключайте и 
сами убедитесь, зря только лишние дырки в стене и никакого качества. ЕЩЕ
 и монтажники берут деньги... Я спросил смогу ли я подключить смарт ТВ к
 ВАЙ ФАЙю, он сказал, что ""дополнительные настройки"" платные, оказалось 
что там только пароль ввести надо было...Думал виг с ним лишь бы 
качество хорошее было, а качество извините ГОУНО",1,Negative,Абонент казахтелекома,15.02.2015,valrating.com
1,"Люди заканчивайте с ними возиться!!! 
ЕСЛИ не понимают ваши проблемы, звоните сразу в ""Общество Защиты Прав 
Потребителей"" в Атырау тел. 756410 . Звоните жалуйтесь!! Будут приняты 
меры!!",1,Negative,Саке советчик,21.01.2015,valrating.com
1,"здравствуйте уважаемый казахтелеком 
!!! У вас интернет от мегалайн просто дно. у меня инет от мегалайн и 
поверьте мне я некому не посоветую подключать инет через казахтелеком 
каждый день инет выключается сам по себе скорость ужас пинг высочайший а
 особенно в играх сайты виснут я звонил 25 раз в казактелеком и мне 
говорили сейчас мастер приедет и починит вам инет.мастер как приехал так
 и уехал толку ноль. лучше блин использовать usb модемы бил акт тел 2 
чем ихний долбанутый инет . МОЯ ОЦЕНКО 0000000",1,Negative,т-34-85,20.01.2015,valrating.com
Интернет,"Оставил заявку на подключение 7 
августа, через неделю звонят и говорят что нет возможно провести или 
подключимть интернет в частном доме. Я в полном ужасе что у нас на дворе
 21 век а подключить тот же интернет такая проблема  оказываеться. г. 
Костанай мкр Северо западный как быть, эту проблему так понимаю и не 
решат в этом году.",1,Negative,Аман,17.08.2020,valrating.com
Отзыв,"Почитал отзывы других, решил в эту 
копилку бросить свои 5 копеек. Жил не тужил с кабельным Алма ТВ. Был в 
командировке, сын решил пересесть на казтелеком с инетом. Заявку 
обслужили мгновенно (владелец квартиры я) без документов. Вернулся 
домой, сын пристал-надо отказываться, ничего не работает. Ты ставил, 
говорю, ты и бегай. Нет, надо владельцу квартиры лично в офис со всеми 
документами явиться. Ну и бегал потом... 4месяца. Теперь живу в другом 
месте, альтернативы казтелекому нет. Решили с женой жить без 
телевидения. Как то так. Берегите себя. Всем добра!",1,Negative,Алексей,16.08.2020,valrating.com
услуги,"Предложили пробную ""безплатную"" 
подписку на приложение ivi , согласился и сразу к существующей абонплате
 прибавили за приложение, не козлы?",1,Negative,пользователь,03.08.2020,valrating.com
Конченная шарашкина контора,"На свою голову подключил шарашкину 
контору,теперь не могу расторгнуть договор,звонит менеджер и говорит что
 когда заберут оборудования с тех пор и расторгается договор,телевизор 
не работает у меня уже неделю,на мой вопрос когда заберут,сказал что 
через неделю или позже,и этот бардак у них во время карантина,безконца 
приходили их слесаря чтоб разобраться в неполадках,без масок,по два 
человека заходят домой,но так ничего и не сделали,а теперь тянут время 
чтоб была дальнейшая оплата,этих мошенников кто-нибудь мониторит 
интересно?Какой позор! Национальной компанией считается ведь",1,Negative,Эрик,03.07.2020,valrating.com
Отстой,"Ежедневные неполадки ТВ и связи, все 
зависает, ремонтники приходили каждый день, как к себе домой, отказались
 от их услуг, и никому не советуем!",1,Negative,Мереке,02.07.2020,valrating.com
????????,Интернет беспонтовый,1,Negative,Руслан,06.06.2020,valrating.com
ОТВРАТНЫЙ СЕРВИС КАЗАХТЕЛЕКОМ!!!!!,"Необходимо отключить кабельное ТВ так
 как сменили место жительство, так я не могу дозвониться и сделать это! 
Написано что службы работают ежедневно особенно в период ЧП это сделать 
просто невозможно!Издевательство! Безобразное отношение к клиентам! 
Никакой поддержки!!!!!",1,Negative,User,18.04.2020,valrating.com
Интернет ,"Ко*ченный интернет. Скорости нету  . 
Сайты вообще не грузит.   С телефона и то лучше грузит.(теле2 ) 
симкарта.Чем ваше волокно. Только можете бабки рубить. Чмошники.  По 
быстрей бы #илонмаск запустил интернет свой. Чтоб вы сдулись.",1,Negative,500м,06.02.2020,valrating.com
"Кезек 1,5 сағ күтесіз","Кезегім келуін 1,5 сағ күттім. 
Операторларыңыз жұмыстарын білмейдіма әлде аз төлейсіздерма? Алдына 
барған адам сағаттап отырады. Шаляпина Береговойдағы Казахтелеком 
бөлімшесіне барғанмын. Шара қолдануларыңызды сұраймын.",3,Negative,Айгүл,03.02.2020,valrating.com
Алтел ,"28 февраля мне поменяли тариф и дали 2
 сим карты алтел , эти сим карты до сих пор не работают, я жду,  не 
активирую Билайн пакет , на данный момент потратил на интернет 1000тг . 
Это не приемлемо.  Отвратительная работа и отношение с клиентами.",1,Negative,Анатолий,03.02.2020,valrating.com
Сим карта,"Два года назад привязали сим карту 
Алтел к Казахтелеком. Предварительно не сообщив что номер автоматически 
переходит к владельцу стационарного. Недавно потерял телефон, решил 
восстановить. Неделю хожу в эту конторку на Ермекова. Конченная 
компания, с конченнымии услугами",1,Negative,Азамат,01.02.2020,valrating.com
нехватка интернета iD Net,нехватка интернета iD net в нашем доме стоит мегалайн а нам его скоростя не хватает.,1,Negative,Рамазан,29.01.2020,valrating.com
Позор,"Подал заявку на подключение телефона с
 интернет тарифом, две недели тишины поехал снова в отделения узнаю что 
отказано потому что нет свободного порта на моей улице и это в городе 
Алматы а не где не будь в ауле 21 век, просто позор! Надо пустить на наш
 рынок иностранные компании, только при конкуренции будет качество",1,Negative,Сухраб,28.01.2020,valrating.com
Казахтелеком.Актобе,"Работники некомпетентны. Подключили 
пакет с сим- картами алтел. Когда одна из сим-карт перестала работать, 
обратились в центр. В итоге обещали подключить после регистрации. 
Подписав документы, спокойно ждём. А воз и ныне там. Пришлось заново 
идти. Оказывается, на месте все можно сделать . Но вот оказия, номер 
другой теперь подключен. В общем, казахтелеком предлагают пакеты услуг с
 сим-картами и телевидением, а как это все вовремя и правильно 
обслужить, вопрос открытый для них. Да ещё и обслуживание медленное, 
очередь не двигается, и мало менеджеров.",2,Negative,Татьяна,25.01.2020,valrating.com
ужасно,"работники казактелекома 
некомпетентные, была ""поломка"" а операторы вместо того, чтобы оказать 
услугу, перенаправляли то к одному, то к другому. не умеют работать с 
клиентами и выролнять свою работу. категорически недовольна.",1,Negative,Айгуль,24.01.2020,valrating.com
