title,text,rating,reaction,who,date,website
Ответ зависит от вопроса!,"Если говорить о том что имеешь - то простите все 
соответствует реальности, если говорить о современных технологиях и об 
Интернете 21-века, то простите, но тут Мегалайна нет вовсе не по цене не
 по качеству, вообщем не по каким параметрам!
В итоге из 10 балов не более +2!
C'est la vie!",1.0,Negative,Alexander,05.07.2010,2ip.ru
"Нормальный оператор,почему его хают","Как и обещали Мегалайн,скорость такая же.
Сказали 8 мб,то 8 мб и есть (Вы только не путайте мегабиты с мегабайтами)
Разрывов небыло никогда.
Оставляю компьютер на неделю включенным и интернет работает нормально.

Правда цена очень настораживает.

Но есть альтернатива IDneta, но он пока только в Алмате и в Астане

Вот минус : Это техобслуживание и служба поддержки. Не знаю кого  они 
берут , но там работают одни тугодумы которые нихера не понимают в нете 
((",3.0,Negative,Нурсултан,03.07.2010,2ip.ru
lol,Положительные отзывы оставили имхо только работники мегалайна и их родственники.,1.0,Negative,Fars,02.07.2010,2ip.ru
Мегалайн-Казахтелеком-отстой,"40$ в месяц за тарифный план с условным анлимом в 21
 веке однозначно дорого. Служба поддержки отсутствует полностью. Но 
сделать ничего к сожалению нельзя--монополист.",1.0,Negative,Анатолий,01.07.2010,2ip.ru
Мой Отзыв,"Плохой провайдер. Часты обрывы. Техподдержки нету. 
Скорость после 15GB трафика режется до 12 KB/сек. В месяц платим 950 
рублей за такое счастье. Очень плохо всё это...",1.0,Negative,Аноним,01.07.2010,2ip.ru
Хороший быстрый интернет,"До 120Мбит мне этого хватает.Всем привет! сегодня я 
расскажу вам про мой интернет (Megaline). Подключили мы его еще в 2007 
году, т.к. в то время еще не было других провайдеров, и он у меня по сей
 день. Теперь когда появился интернет от Altel или Tele2 я решил 
сравнить его с ними. Первое что я заметил что у них интернет намного 
дешевле и работает стабильно в отличии от Megaline, также у Altel 
скорость интернета намного больше, файл который я через мегалайн 
скачивал 4 часа (размер примерно 1 гигобайт) я скачал через алтел за 20 
минут! также меня раздражает то что они насильно пропихивают свой 
безлимитный тариф, они часто звонили и предлагали подключить его (а он 
однако не из дешевых, стоит 5000 тенге (примерно 1500 рублей)), также 
они отменили стартовый тариф, теперь у них только дорогой безлимит 
(который некоторым людям просто не нужен). Также у мегалайна часто 
обрывается соединение. Однозначно не рекомендую. Если будете подключать 
интернет, то лучше подключите от алтел или теле2. Интернет от билайн не 
пробовал, так что про него не знаю",4.0,Positive,Аркадий,06.11.2016,2ip.ru
Отличный провайдер,"Подключились к данному провайдеру 4 года назад. С 
самого первого дня и до данного дня не сомневались в скорости и 
доступности интернета. Всем рекомендую Казахтелеком.",5.0,Positive,Мистер Аффлек,05.11.2016,2ip.ru
Игнор - любимое занятие,"Megaline Hit
прошу поддержку ответить, можно ли подключить ID Net и когда будет такая
 возможность в моем доме - полностью молчат, видимо тайна.

Скорость - самая низкая, стримы зависают, пинг высокий, цена дорогая.

Куда я плачу 3800 тенге в месяц - еще одна загадка. Отзыв полностью отрицательный.",2.0,Negative,Дмитрий,04.11.2016,2ip.ru
Медленный интернет ID Net,"Очень медленный интернет для онлайн игр. 
На Казахстанских серверах PING выше 100, чего уж там говорить 
про Европейские <600.",1.0,Negative,???,31.10.2016,2ip.ru
У меня накипело!!!,"У меня накипело. Интернет постоянно виснет, как
 и телевидение. Я ни чего не скачиваю, но куда 
пропадает скорость? Что на телефоне, что на ноутбуке грузит 
очень очень медленно!!! Значит проблема не в технике. 
В соседней комнете вай фай почти не ловит. Что уж там 
говорить, совсем не ловит! По началу подключения всё было 
хорошо. Сейчас всё очень плохо.",2.0,Negative,Dasha,30.10.2016,2ip.ru
Лучший провайдер!,"Не знаю что все хают казахтелеком и билайн
 тудей, но я ничего плохого не увидил. Пинги супер, 
скорость отличная. Кроме того у казахтелкома появился гигабитный 
инет это кто думал что в кз такое будет? если у вас 
на компах стоят амиго и всякая фигня это не вина 
провайдера. 500кб/с? где вы видели такую скорость? просто! фильмы 
минимум 1Мб/с качаю",5.0,Positive,Aset,20.10.2016,2ip.ru
Казахтелеком,"Самый ужасный провайдер у меня скорость 
интернета 8 мбит/с заявленный, но до сегодняшнего дня большой 
результат достигло до 6мбит/с, а сейчас и то меньше 
ретко доходить до 4мбит постоянные обрывы",1.0,Negative,Нур,14.10.2016,2ip.ru
"Сложно что то сказать нормальным языком, а ругаться не хочется.","Нормальных доступных провайдеров в Казахстане 
НЕТ и это очень печально. Казахтелеком со своим IDnetом это 
просто невообразимый ужас. Скорости заявленной нет, максимум разгоняется
 до 200-300 кб/сек. (изредка по счастливому случаю бывает 
до 800кб/с). Интернет постоянно обрывается. Начинаешь грузить 
музыку в вк, первые 10 секунд грузятся- далее начинаются проблемы, 
т. е. чтобы загрузить одну композицию приходится ждать по 2-3 
минуты в лучшем случае. Учитывая то, что род моих занятий, 
заработок отчасти связан с поиском музыки, меня это жутко 
раздражает, хоть в суд на них подавай за нанесенный 
моральный вред.

Что касается других операторов, пользовался АЛТЕЛ 4Г. Это аналогичный 
ужас и разочарование. Раньше был какой-то безлимит, когда падала 
скорость при использовании заявленного объема. Теперь же безлимита 
нет, за 4500 ты получаешь 25гб на месяц, которые уходят 
за неделю- полторы. Это ладно, такие условия, но больше всего 
меня поразило то, что после отключения я еще три раза пополнял 
баланс, каждый раз по 1500тг. И при остатке на счету 3гб 
трафика на счету они тупо выключили интернет, поскольку был конец 
месяца. Т.е. месяц они считают не конкретно со времени, когда 
ты подключился, а просто с того числа. в общем 
сплошная обдираловка и я не понимаю, при наших 
возможностях, учитывая то, что живем в столице Казахстана, почему 
государство не может регулировать такие сферы на пригодность 
и установить определенные нормы и правила для провайдеров. 
Сколько читаю отзывы эти, хочется присоединиться ко всем, желающим 
разнести офисы данных заведений в пух и прах от злости 
на этот обман людей, граждан, которые отдают свои заработанные 
деньги таким засранцам и обманщикам.",1.0,Negative,Валера,12.10.2016,2ip.ru
Интернет Астана,"Уважаемые господа! интернет в Астане это просто
 беда! пользуюсь услугами «Казахтелеком», подключили оптоволокно 
и к сожалению полное раочарование! подскажите пожалуйста 
хорошего провайдера",1.0,Negative,Askhat,06.10.2016,2ip.ru
Класс,"Был у нас интернет дома билайн, 
не понравилась скорость и служба поддержки и отказались. 
Установили этот интернет от казактелеком, скорость на высоте, 
обслуживание тоже. Цена соответсвует качеству",5.0,Positive,Temirlan,05.10.2016,2ip.ru
Ну не знаю скорость норм!!,"Ну не знаю скорость норм!!! Цена тоже ОК все вместе 6000тг
Это и телефон и телик и инет!!! Единственное что 
раздражает — блокировка сайтов!!! Прямо бесит!!! А так вполне 
уд -кстати пробовал билайн и прочее наше ГГГ! 
Не сравниться!!!",2.0,Negative,Дима,30.09.2016,2ip.ru
Всё очень очень плохо...,"Плохая скорость интернета, высокий пинг часто происходящие лулзлы…
Но больше всего бесят блокировки сайтов. Это хорошо что блочите 
азартные игры и порно, но зачем блочить сервера Рокстар?! 
Я купил эту игру за 2к рублей и не могу играть 
и насладиться онлайн режимом только потому что блокируют сервера 
рокстар (типо экстремизм терроризм) и много других хороших сайтов…",2.0,Negative,Madi,29.09.2016,2ip.ru
так себе!,"нормальный провайдер, но скорость можно 
было бы и добавить. доступ нормальный, цена, качество 
приемлемой",4.0,Positive,виталик,27.09.2016,2ip.ru
Воры и негодяи в Билайне.,"Не всегда есть возможность закидывать деньги 
с 1-го числа. А что бы подключили интернет надо не меньше
 3.500 тенге ложить. Положил 3.500 за Интернет дома, 8 числа 
месяца, так они ровно 1 числа следующего месяца отрубили интернет, 
и остаток больше чем за неделю положили себе в карман. 
Грабёж среди бела дня. Когда устанавливали интернет, я специально 
интересовался у работников о системе оплаты, и они 
успокоили что можно оплачивать в любой день, про абонентскую плату 
они умолчали.
Короче, никому не советую иметь дело с Билайном. Пользуешься 
или нет интернетом, они деньги сдерут в любом случае. Зачем нужны 
эти махинаторы. Ухожу к другому провайдеру, который по факту 
работает.",1.0,Negative,Ерёма,27.09.2016,2ip.ru
Ужасный инет,"Не пользуйтесь. Пинг скачет, картинки 
в любых соц.сетях не грузит. Уж молчу про фильмы, 
а как скачивает, нет слов.",2.0,Negative,Лаура,21.09.2016,2ip.ru
Казактелеком,"Интернет у Казахтелеком полная ерунда, 
постоянно интернет падает до минимальной скорости, при звонках тех 
поддержку утверждают, что проблема у клиента, 
а не у них! Тысяча причин, чтобы не устранять свои 
ошибки и проблемы с качеством! Из-за них поменял несколько 
модемов, а сути не поменялось! Не рекомендую эту компанию
 ни кому!",1.0,Negative,Макс,17.09.2016,2ip.ru
Худшая услуга!,"Скорость всего 0,2 Мбит/с! Куда уже хуже! Как 
подключили оптоволоконку, скорость резко свалилась вниз!!!",1.0,Negative,Ал,07.09.2016,2ip.ru
"""Казахтелеком""","Честно говоря провайдер не плохой, интернет 
работает без перебоев на стабильной скорости. В играх скорость
 интернета меня порадовала, а вот скорость загрузки файлов 
с интернета всего 1 Мбайт/с, что конечно же неплохо, 
но все же хотелось бы хотя бы около 3-5 Мбайт/с. Что
 касается цены, то месячная оплата 5 тысяч тенге. Цена конечно меня
 огорчила, но что поделать, другой провайдер пока не доступен.
 По мне лучше подключить «интернет дома» от Билайн. Ведь 
он «Казахтелеком» проигрывает ему и в скорости 
и в цене.",3.0,Negative,Арман,05.09.2016,2ip.ru
провайдер уродский,"Провайдер Казахтелеком платим 5000 тг в месяц 84 кб в сек че за бред
Я за 84 кб плачу 5000 Лучше телефон бы подключил",1.0,Negative,Nurlan,04.09.2016,2ip.ru
ID Home Vip,"Интернет от Казахтелеком, ID Home Vip 
честное слово лажа. Интернет часто прерывается. Вечерам пропадает 
на минут 10. Скорость хоть и написано до 80 Мбит, 
у Билайна с пакетом 3-10 Мбит итого быстрее. А берут 
главное за это больше 7000 тенге.
Раньше пользовался мегалайном лет 5 назад. Тогда еще думал что 
Казахтелеком фуфло делает. Подключая ID Home Vip3 думал будет 
иначе. Все таки сколько времени прошло. Нет. Все так же.",1.0,Negative,Жанибек,28.08.2016,2ip.ru
Стабильный интернет,"С 2009 года сижу на тарифе Хит мах 
скорость 450кб сек, радует стабильность интернета, за все время 
было всего несколько технических глюков, держал самп, маинкрафт сервера,
 итог дорогой, медленный, но стабильный.",4.0,Positive,Сергей,28.08.2016,2ip.ru
Лажа,"Неуважаемый Косяктелеком!
Желаю вам всем составом отправиться в ад!
Пинг в CS GO 200!!! ДВЕСТИ!!!
Я за что бабки плачу?

Очень плохо.",1.0,Negative,lado,27.08.2016,2ip.ru
Спасибо,"Скорость и качество обслуживания 
на высшем. нареканий нет никаких. Даже служба 160 
и в интернете работают на отлично. Оптика реально тянет 
заявленную скорость.",5.0,Positive,Ермек,27.08.2016,2ip.ru
IDNET (оптика),"Подключился 3 года назад, доволен как удав. Тариф 
""Турбо""+IDTV. Скорость всегда равна номинальной по тарифу. Интернет 
пропадал только из за масштабных катаклизмов (порыв на обл.магистрали) и
 пару раз меняли оборудование в доме. Единственное что, народ в 
тех.поддержке немного туговат. Но тем не менее если сравнивать тот же 
x-com, с которого я и соскочил в своё время, в плане скорости, пинга и 
стабильности, IDNET просто сказка.",4.0,Positive,Игорь,26.08.2016,2ip.ru
нету,"Не знаю даже что сказать самый ужасный интернет
 постоянные дисконнекты играть не возможно, фильмы смотреть 
не возможно страницы мог бы грузить и побыстрее",1.0,Negative,Александр,26.08.2016,2ip.ru
Скорость 4/5   сервис 2/5,"Скорость нормальная, но по сравнению со скоростью в 
турции сильно отстает, работает нормально, игры не виснут из-за 
интернета.
Но есть несколько минусов: 
1 иногда может переставать работать интернет, чтоб исправить надо 
звонить в сервис и они исправят примерно за час, или приедет специалист в
 течении 2 дней
2 сервис слишком долго отвечает на запрос, то есть ждешь от 30мин до 1,5 часа пока ответят на звонок.
 В итоге получается:
Цена по сравнению с остальными провайдерами дешевая (так как без лимитный интернет)
Скорость нормальная 
Сервис долгий, но приличный.
Про доступность: есть 2 варианта :
1 через телефонный кабель - доступен почти везде(скорость составляет до 512 кбит/с )
2 ID net доступен не везде, так как используют оптоволокно и не везде оно проложено",3.0,Negative,Руслан,23.08.2016,2ip.ru
Не плохо,"Довольно хороший провайдер, советую. Иногда конечно тормозит, но в целом, вполне приемлимо.
Однако есть лучше, кому как.",4.0,Positive,Даим,15.08.2016,2ip.ru
всё отлично,"ID-Net пока самый клёвый в КЗ ! Перепробовал можно 
сказать всех. Сижу на смарте и ноутбук и планшет и 2 телефона. Нареканий
 глобальных нет. Единственное,когда отключают свет (а это у нас 
частенько бывает по ночам (экономисты мать их,я думаю)),приходиться 
настройками заниматься,но это не критично. 2-3 мин.",4.0,Positive,Резван,15.08.2016,2ip.ru
Качество обслужевания,"Хороший оператор скорость получаю как обещяли 8мбит
Хотелось бы 100, но пока говорят нет возможности для ID netа. Так держать парнии!!!",4.0,Positive,Prorok,11.08.2016,2ip.ru
Мегалайн,"Мегалайн просто отстой!
-заявленной скорости нет.
-постоянное падение скорости.
-постоянное потери пакетов передачи.
-пинг до москвы 150мс.
-Поддержка никчемная (Отвечают: Довольствуйтесь тому что есть).
-Итог: Отключился и перешел на беспроводной интернет от Билайн.",1.0,Negative,Ролан,04.08.2016,2ip.ru
Норм интернет,"Прочитал последние отзывы. Народ реально отличить 
казахтелеком от билайна не в состоянии, еще и отзывы
 пишут. В тихом шоке.
Интернет устраивает, работает как часы без обрывов и лагов. Всем 
доволен и советую, пробовал от других операторов, но они 
значительно проигрывают по скорости и качеству сервиса. Так 
что однозначно ID NET от Казахтелекома
Сейчас тестирую в Костанае у родителей — тоже все отлично!",5.0,Positive,Артур,04.08.2016,2ip.ru
Не связывайтесь,"Служба поддержки абсолютный ноль. Монтажники абсолютный ноль. Интернет абсолютный ноль.
Билайн Казахстан можно охарактеризовать как шарашкина контора, не иначе.
Интернет так и не установили и испоганили все провода 
в доме настолько, что теперь даже домашний телефон и интернет 
от Казахтелекома не работают.
Даже не хотят чинить то, что их монтажник сломал. Постоянно кормят «завтраками».
Одним словом не подключайте Билайн.",1.0,Negative,Аноним,02.08.2016,2ip.ru
КАзактелеком,"ужасный пинг и скорость интернета мегалайн 
невозможно играть на зарубежных серверах только 
на КЗ да же фильмы долго грузить",2.0,Negative,Руслан,28.07.2016,2ip.ru
казахтелеком,"Все работает без сбоев. Скорость супер. Хорошие цены
 доступные. Никогда не было мысли менять его. Всем советую все
 великолепно. Огромное спасибо разработчикам…",4.0,Positive,Светлана,25.07.2016,2ip.ru
,"Ни разу не пожалел, что перешел 
на Citylink. Главной причиной была цена, уж слишком стал 
её загибать мой прошлый провайдер. Тестирую уже полгода 
и никаких нареканий. Люблю чтобы всё было по такому 
принципу — один раз установили, настроили и забыл про них, 
чтобы не возникало никаких проблем. Посоветовал друзьям 
и получил бонус, мелочь, а приятно! Спасибо Вам 
за качество услуг!",5.0,Positive,Евгений,22.07.2016,2ip.ru
Отличный провайдер,"Пользуюсь, услугами провайдера Казахтелеком, почти 
год и не разу не было проблем с обслуживанием, 
служба технической поддержки работает по первому звонку, хотя этого
 и не требуется, разве что, при настройке, оказывают 
качественные технические услуги!",5.0,Positive,Юрий,19.07.2016,2ip.ru
Ужасное качество обслуживания,"Ужасное качество обслуживания у персонала. 
Позвонили в пятницу 15 июля 2016 года на домашний телефон
 с номера 4-33-99 сказали подготовить все оборудования что приедут 
подключать интернет. Прождав их пол дня позвонили снова 
на этот номер, ответ поступил «ваша заявка есть, ожидайте после 
обеда будем». Наступили выходные, так не кто 
и не приехал. Звоню 18.07.2016 года отвечают свободных портов 
нет, ожидайте. Еще и утверждают что они не звонили. 
Разговаривают грубо, не дают полную информацию, специалисты 
не квалифицированные.",1.0,Negative,Земфира,18.07.2016,2ip.ru
хороший провайдер,"стабильная и качественная работа интернета, 
полностью удовлетворяет мои требования. Соответствие цена качество. 
доступность id tv. Очень хороший пакет интернет плюс бесплатная 
телефония в нутри страны.",5.0,Positive,Валерий,17.07.2016,2ip.ru
интернет ни о чем!!!,"Были бы другие провайдеры- ТОЧНО бы ушел!!! Обещают 
одно на деле другое!! Скорость обещают 50 Мб. на деле говорят до 50 мб!!
 Но 1 тоже ведь до 50!!! Как им верить?? А еще и цены....",1.0,Negative,Камиль,03.07.2016,2ip.ru
Прекрасно,"В Казахстане особо нет выбора среди интернет 
провайдеров, поэтому приходится пользоваться услугами нашего любимого 
монополиста. При этом качеством услуг я более чем доволен. У меня ID Net
 HIT, на Кказахстанские сервера скорость до 50 мбит/с и на внешку - 30 
мбит/с. Скорость независимо от времени суток стабильная и соответствует 
заявленной. У меня подключен компьютер через кабель, а так же ноутбук и 2
 телефона через Wi-Fi, при их использовании скорость не падает. 
Скачивание - в торрентах скорость зависит не только от интернета но и от
 количества раздающих их их расположения. Качал с казторки GTA V,  
скорость при скачке была 7-8 мбит/с, это самая высокая скорость, которую
 я получал, при скачке торрентов с рутрекера и прочих - средняя скорость
 держится в районе 3-4 мегабит. Скачивание в браузере так же быстрое. 
При общении в Skype, Hangouts - проблем не возникало. В BF3 на 
Российских серверах пинг от 30, на Европейских - от 70, что тоже в свою 
очередь очень и очень не плохо. В общем и целом интернет прекрасный, 
пользуюсь с 2014 года, с момента подключения (!) не было ни одного 
вылета, интернет все время исправно работал. Рекомендую.",4.0,Positive,Nikita,30.06.2016,2ip.ru
Скорость отличная!,"Подключил IDNET в Темиртау в прошлом году 
и никак не могу нарадоваться. Скорость нормальная, даже очень 
нормальная, выдает на вечер все 50-70 Mb/s, что очень КЛАССНО после
 Пчелайна. Горьким медом оказался Пчелайн, т. к. постоянно были 
сбои. А вот на казахтелекомовском iDNETe пока сбоей 
не было и за почти год пользования — это 
похвально!!!",5.0,Positive,Алексей,28.06.2016,2ip.ru
Нормальный интернет,"Я на компьютере скачал World Of Tanks
 за 13 минут, а на слабом ноутбуке за 30 мин причем 
скорость была 22-80 мегабайт и я потом начал скачивать World 
Of Warships скачал на норм компе за 10 мин 
на ноутбуке за 15 минут (магия), но ноутбук все равно 
не тянет World Of Warships эх. Так что можно брать кто 
хочет все тянет порты всегда открыты. Это многое что я бы сказал 
о нем.",4.0,Positive,Егор,27.06.2016,2ip.ru
Обман!,"На деле скорость 600-1000 кб/с.
Это не радует когда я играю ping выростает до 250, 
а то и 500, из-за этого не комфортно играть, 
зачастую даже отключает от сервера, так что я посоветовал-бы 
alma-tv у низ тоже свой интернет проводят и скорость 
начинается с 1мб/с и выростает до 5мб/с!",3.0,Negative,Sergey,21.06.2016,2ip.ru
ДОРОГО !,"В последни пол года телеком начал срубать 
по 9000 или того больше. уверен что не только 
я заметил))). это Телефон+ ID-TV стандарт+ Turbo plus. Придется 
на днях писать заявление об отказе!.. и переходить 
на Alma-TV Intermet 60Mb+ TV 70 Channel всего на 3600 
тг в месяц.И ВАМ СОВЕТУЮ. ЧТО-ТО БАСЕКЕ КАЗАКТЕЛЕКОМ если 
Честно Оборзел! Без комментарии",2.0,Negative,areke,07.06.2016,2ip.ru
Мегалайн,"Скорость интернета отличная, фильмы на смарте 
смотрим в компе сидим и три устройства по wi-fi 
подключены",5.0,Positive,Мейрам,05.06.2016,2ip.ru
Провайдер Казахтелеком,"Не ожидал что в Казахстане можно найти такой хороший провайдер! Скорость достигает 4мб/с
Редко отключают, редко замечаю зависания (их почти нет), вообщем 
отличный провайдер, всем рекомендую для тех кто живет в Казахстане.
 Да и цена не большая!",4.0,Positive,Илья Каменский,29.05.2016,2ip.ru
Лохотрон!,"Во-первых, я ждал подключения 2 месяца! Сотрудники непрофессиональные.
Теперь о скорости. Я подключил самый дорогой тариф на 8 мБ/с, но 
реальная скорость в 4 раза (!) ниже. Если бы был выбор, то ни за что не 
стал бы связываться с этой конторой.",1.0,Negative,Евгений,24.05.2016,2ip.ru
Худший провайдер,"Хуже провайдера я не встречал, постоянные 
отключения и падение скорости, отзывчивости в тех. поддержке 
0, никогда не подключайтесь к этому.",1.0,Negative,Александр,16.05.2016,2ip.ru
без проблемный интернет,"я не очень разбираюсь во всех 
цыфровых тонкастях хорошего интернета. хочу сказать одно. что прежде. 
чем остановиться на Казахтелекоме перепробывала множество других 
и читая отзывы других о Билайне. Теле2 и т. дне знаю как 
в других странах в казахстане это ужасно… цены ломовые. а 
интернетом пользуешься по случаю. еще и обманут как 
в Теле2 при оплате… за одно и тоже потребление по два 
раза заплатишь… и действительно с техпотдержкой замучаешься 
общаться. больше времени на споры с ними уходило. чем 
в иннете бывала…теперь красота. проблем ни каких. заплатил раз
 в месяц… и комп можно не выключать. хочешь фильмы смотри. 
хочешь в игры. скорость не падает даже в те дни. 
когда подходит время оплаты. так что я очень довольна.",5.0,Positive,svtlana,11.05.2016,2ip.ru
Лучше не подключайте!,"Заявленная скорость интернета 100мб/с, аххаха, 
максимум 4 мб выжимает! Еще и каждые 15 минут отключается, 
ненавижу этот интернет, в кс не дает спокойно поиграть!",1.0,Negative,Толик,08.05.2016,2ip.ru
Пропала скорость,"Почти год пользуюсь услугами оптоволоконной сети от 
Казахтелекома все было сносно - скорость получения и отдачи были 
примерно одинаковы на уровне. С конца апреля резко упала скорость отдачи
 до 1-2 мб/сек, скорость получения 20 - 30 мб/сек. Не пойму, это теперь 
так постоянно будет? Но фильмы пока смотрю.",1.0,Negative,Роман,03.05.2016,2ip.ru
,"По вечерам интернет работает ужасно, ВК бывает 
вообще не грузит. Во время того, как я играю в онлайн-игры пинг 
перескакивает за пределы 100ms. Очень часто раздражает такое отношение.",2.0,Negative,Адиль,03.05.2016,2ip.ru
Проблемы с сервиса мира Google,"С 29 апреля проблемы с сервиса мира Google.  
Казтелеком,Алматы. В Play Маркет заходит через раз, youtube или висит 
или работает крайне медленно.",3.0,Negative,Zloi,02.05.2016,2ip.ru
дурят клиентов,"установил вчера новый пакет интернет 60MB / сек TV 
караоке звонки по КЗ за 5999 тенге реальная скорость 15 на вход и 4,5 на
 выход",1.0,Negative,Виталий,02.05.2016,2ip.ru
Блокируют Goolge?,"Добрый день!

Есть ли у кого проблемы с сервисами Гугл? (YouTube, Google). Уже третий день наблюдаю сбои к доступу к ним.",3.0,Negative,Petr,02.05.2016,2ip.ru
Казахтелеком как может обманыет потребителей,"Скорость 100 мегобит пишут во всех своих рекламах.
Но с момента подключения (а это уже 10 год) и до сегодняшнего дня у меня
 не было и 1 мегобита ни разу , Постоянные разрывы связи . А мне как 
держателю сайта не желательно выходить из онлайна, а у казахтелекома это
 доходит до нескольких часов.
Скорость у меня колеблится от 350кб/с и до 450кб/с и это ещё в 
<<хорошее время>> а так очень долго грузятся долго страницы ,
 даже можно сказать самый легкий сайта VK.COM грузится секунд 15-20 ну 
куда это ? Лучше не использовать вообще этого провайдера. Но из за не 
имением альтернативы приходится довольствоваться что есть",3.0,Negative,Дмитрий,01.05.2016,2ip.ru
Как ??,"У меня было провайдер Мегалайн и я платил каждый 
месяц 6 000 тенге и его сменили на Казахтелеком ????Как это понять ????",2.0,Negative,Nurdaulet,30.04.2016,2ip.ru
Казтелеком,"Заявленная скорость до 4 Мбит/с (((
Увы инет постоянно отваливается, хитро пишут «до 4 Мбит/с) Это 
значит что если будет 56 Кбит/с, то к ним не придерешься.
 Отвратительный сервис!!!",1.0,Negative,Сергей,27.04.2016,2ip.ru
слабый у меня интернет,"вы можете решить эту проблему жду вас уже 4 
дня, у меня тариф турбо мегалайн, но совсем слабый куда мне 
надо обратится чтобы решит эту проблему",1.0,Negative,Сако Мырзакулов,25.04.2016,2ip.ru
Довольна услугами интернета,"Интернет хорошо работает и всегда выручает 
в нужный момент спасибо вам за вашу услугу. Подключена уже 2 
года и ни разу не разочаровали",4.0,Positive,Зарина,21.04.2016,2ip.ru
Интернет Казахтелеком,"Интернет часто тормозит, скорость то падает, 
то поднимается. Скорость должна быть 8Мбит/с, а есть только 
6,8Мбит/с не больше",2.0,Negative,Никита,14.04.2016,2ip.ru
Казахтелеком,"я не доволен, услугами Казахтелеком, 
ужасный интернет.как вечер, нету скорости, только кортинки смотреть",1.0,Negative,александр,12.04.2016,2ip.ru
,"Казахтелеком очень хорошая и заботящаяся 
о своих клиентах компания. За 6 месяц пользования 
их услугами у меня ни разу не было ситуации, когда 
я принимал антидепрессанты, после вызова их специалистов. 
Специалисты эти очень очень квалифицированные люди со стажем работы
 много лет, а не обычные студенты горбатящиеся 
за копейку, и умеющие нажимать кнопку перезагрузки. Компания 
настолько заботится о своих клиентах, что подключает новые услуги 
уже без их ведома, они сами знают, что нам нужно и мне 
нравится этот подход. А чтобы мы не могли отключить 
«нужные» нам услуги, они наняли в абонентском отделе 
специализированных людей, которые бережливо относятся к вашим 
бумагам.
Это лучшая компания, обязательно подключайтесь!",5.0,Positive,Зарина,10.04.2016,2ip.ru
Благодать вашему сервису,"Хотел бы выразить свою благодарность) Суперский 
сервис) Проверка скорости интернета просто на высоте) а функция 
анонимности просто щик)",5.0,Positive,Fox,08.04.2016,2ip.ru
ИНТЕРНЕТ [ЦЕНЗУРА]!!!!!,"СКОРОСТЬ Интернета вечером просто УЖАС!!! 
Пользоваться невозможно. Пинг в играх около 200-300, что 
недопустимо для шутеров к примеру. Подумываю на Билайн 
переходить.",1.0,Negative,Алекс,06.04.2016,2ip.ru
"Казактелеком ""IDNET""","Очень хороший провадер, скорость удивляет. Пользуюсь
 4 месяц очень доволен. Советую подключаться, недорогая оплата + 
качественный интернет.",5.0,Positive,Алексей,01.04.2016,2ip.ru
Казахтелеком,"Самый фуфловый интернет. Скорость в вечернее 
время такая, что невозможно смотреть сериалы, телевидение зависает, пинг
 200 кроме хостинга Астана казахтелеком. Поддержка рекомендует мне 
в личном кабинете отключить родительский контроль!!! А вообще 
они работают над этой проблемой, но когда решат не знает 
никто. И за все за это я плачу почти 10 000 
тенге — это ТВ 3 точки, интернет. И всему этому название 
ID-Net.",1.0,Negative,Сергей,29.03.2016,2ip.ru
